User_ID,Session_ID,rep,Key_Pressed,Key_Pressed_Previous,Press_Time,Release_Time,Hold_Time,DD,UD,Characters_Count
Julia21k,1,0,Key.enter,,1738002882.2735054,1738002882.2735054,0.0,,,1
Julia21k,1,0,.,Key.enter,1738002896.9907665,1738002897.1032908,0.11252427101135254,14.71726107597351,,2
Julia21k,1,0,t,.,1738002897.3096914,1738002897.4094157,0.09972429275512695,0.3189249038696289,0.20640063285827637,3
Julia21k,1,0,i,t,1738002897.496623,1738002897.6116104,0.11498737335205078,0.18693161010742188,0.08720731735229492,4
Julia21k,1,0,e,i,1738002897.7513595,1738002897.8467982,0.09543871879577637,0.25473642349243164,0.13974905014038086,5
Julia21k,1,0,5,e,1738002900.2332952,1738002900.3293588,0.09606361389160156,2.481935739517212,2.3864970207214355,6
Julia21k,1,0,Key.shift,5,1738002900.9560192,1738002901.1597517,0.20373249053955078,0.7227239608764648,0.6266603469848633,7
Julia21k,1,0,r,Key.shift,1738002901.2041028,1738002901.2041028,0.0,0.24808359146118164,0.04435110092163086,8
Julia21k,1,0,o,r,1738002908.6957881,1738002908.836988,0.14119982719421387,7.491685390472412,7.491685390472412,9
Julia21k,1,0,a,o,1738002909.195022,1738002909.3276901,0.13266801834106445,0.4992339611053467,0.3580341339111328,10
Julia21k,1,0,n,a,1738002909.321978,1738002909.4665546,0.1445765495300293,0.12695598602294922,-0.005712032318115234,11
Julia21k,1,0,1,n,1738002910.1573288,1738002910.287608,0.1302790641784668,0.835350751876831,0.6907742023468018,12
Julia21k,1,0,Key.enter,1,1738002882.2735054,1738002912.0333798,29.75987434387207,-27.88382339477539,-28.014102458953857,13
Julia21k,1,0,R,Key.enter,1738002901.0519464,1738002914.52807,13.476123571395874,18.778440952301025,,14
Julia21k,1,0,Key.shift,R,1738002914.2177105,1738002914.5439458,0.326235294342041,13.165764093399048,-0.31035947799682617,15
Julia21k,1,0,Key.shift,Key.shift,1738002915.4372633,1738002915.6198187,0.1825554370880127,1.219552755355835,0.893317461013794,16
Julia21k,1,0,r,Key.shift,1738002901.2041028,1738002915.669113,14.465010166168213,-14.233160495758057,-14.41571593284607,17
Julia21k,1,0,Key.backspace,r,1738002916.651101,1738002916.7559023,0.10480117797851562,15.446998357772827,0.9819881916046143,18
Julia21k,1,0,Key.backspace,Key.backspace,1738002916.8210757,1738002916.924459,0.10338330268859863,0.16997456550598145,0.06517338752746582,19
Julia21k,1,0,Key.backspace,Key.backspace,1738002916.9937203,1738002917.0891602,0.09543991088867188,0.17264461517333984,0.06926131248474121,20
Julia21k,1,0,Key.enter,Key.backspace,1738002918.0638778,1738002918.1546848,0.09080696105957031,1.070157527923584,0.9747176170349121,21
Julia21k,1,0,.,Key.enter,1738002920.8626013,1738002920.9823308,0.11972951889038086,2.7987234592437744,,22
Julia21k,1,0,t,.,1738002921.6219523,1738002921.71093,0.08897781372070312,0.7593510150909424,0.6396214962005615,23
Julia21k,1,0,i,t,1738002921.805485,1738002921.9017773,0.09629225730895996,0.18353271484375,0.09455490112304688,24
Julia21k,1,0,e,i,1738002922.1620953,1738002922.2584794,0.09638404846191406,0.3566102981567383,0.2603180408477783,25
Julia21k,1,0,R,e,1738002915.5827236,1738002923.1390824,7.556358814239502,-6.579371690750122,-6.675755739212036,26
Julia21k,1,0,Key.shift,R,1738002922.7711067,1738002923.218709,0.4476022720336914,7.188383102416992,-0.36797571182250977,27
Julia21k,1,0,o,Key.shift,1738002930.0212822,1738002930.1378503,0.11656808853149414,7.250175476074219,6.802573204040527,28
Julia21k,1,0,a,o,1738002931.0248587,1738002931.1357641,0.11090540885925293,1.0035765171051025,0.8870084285736084,29
