User_ID,Session_ID,rep,Key_Pressed,Key_Pressed_Previous,Press_Time,Release_Time,Hold_Time,DD,UD,Characters_Count
Krystian21m,1,0,Key.enter,,1738011349.9450705,1738011349.9450705,0.0,,,1
Krystian21m,1,0,.,Key.enter,1738011355.805016,1738011355.9174123,0.112396240234375,5.85994553565979,,2
Krystian21m,1,0,t,.,1738011356.5930448,1738011356.7172363,0.1241915225982666,0.7880287170410156,0.6756324768066406,3
Krystian21m,1,0,i,t,1738011356.7172363,1738011356.8187616,0.10152530670166016,0.1241915225982666,0.0,4
Krystian21m,1,0,r,i,1738011356.854229,1738011356.9969769,0.1427478790283203,0.1369926929473877,0.03546738624572754,5
Krystian21m,1,0,Key.enter,r,1738011349.9450705,1738011358.1622574,8.21718692779541,-6.90915846824646,-7.05190634727478,6
Krystian21m,1,0,Key.enter,Key.enter,1738011373.5990071,1738011373.757205,0.15819787979125977,23.653936624526978,,7
Krystian21m,1,0,.,Key.enter,1738011383.9377618,1738011384.1475325,0.20977067947387695,10.338754653930664,,8
Krystian21m,1,0,t,.,1738011385.7665308,1738011385.9472425,0.1807117462158203,1.8287689685821533,1.6189982891082764,9
Krystian21m,1,0,i,t,1738011386.1713696,1738011386.3156896,0.14432001113891602,0.40483880043029785,0.22412705421447754,10
Krystian21m,1,0,e,i,1738011387.4207418,1738011387.6361392,0.21539735794067383,1.2493722438812256,1.1050522327423096,11
Krystian21m,1,0,5,e,1738011392.2307,1738011392.3820179,0.15131783485412598,4.809958219528198,4.594560861587524,12
Krystian21m,1,0,R,5,1738011392.6604545,1738011392.8222027,0.16174817085266113,0.42975449562072754,0.27843666076660156,13
Krystian21m,1,0,Key.shift_r,R,1738011392.4510565,1738011392.8496292,0.3985726833343506,-0.2093980312347412,-0.37114620208740234,14
Krystian21m,1,0,o,Key.shift_r,1738011393.156159,1738011393.358782,0.2026231288909912,0.7051024436950684,0.3065297603607178,15
Krystian21m,1,0,a,o,1738011395.9995096,1738011396.161128,0.16161847114562988,2.843350648880005,2.6407275199890137,16
Krystian21m,1,0,n,a,1738011396.2862608,1738011396.4586384,0.1723775863647461,0.28675127029418945,0.12513279914855957,17
Krystian21m,1,0,l,n,1738011397.1526856,1738011397.2963786,0.1436929702758789,0.8664247989654541,0.694047212600708,18
Krystian21m,1,0,_,l,1738011400.0919187,1738011400.263894,0.17197537422180176,2.9392330646514893,2.7955400943756104,19
Krystian21m,1,0,Key.shift_r,_,1738011397.585402,1738011400.3580945,2.7726924419403076,-2.506516695022583,-2.6784920692443848,20
Krystian21m,1,0,k,Key.shift_r,1738011400.8661683,1738011401.017096,0.15092778205871582,3.280766248703003,0.5080738067626953,21
Krystian21m,1,0,e,k,1738011400.9512577,1738011401.1277816,0.17652392387390137,0.08508944511413574,-0.06583833694458008,22
Krystian21m,1,0,y,e,1738011401.2057855,1738011401.3427787,0.1369931697845459,0.2545278072357178,0.0780038833618164,23
Krystian21m,1,0,s,y,1738011401.3267431,1738011401.5172765,0.19053339958190918,0.12095761299133301,-0.01603555679321289,24
Krystian21m,1,0,t,s,1738011401.543134,1738011401.6754954,0.13236141204833984,0.21639084815979004,0.02585744857788086,25
Krystian21m,1,0,r,t,1738011401.735945,1738011401.9117026,0.17575764656066895,0.1928110122680664,0.06044960021972656,26
Krystian21m,1,0,o,r,1738011401.9274166,1738011402.0647635,0.13734698295593262,0.19147157669067383,0.015713930130004883,27
Krystian21m,1,0,k,o,1738011402.4801338,1738011402.6580746,0.17794084548950195,0.5527172088623047,0.41537022590637207,28
Krystian21m,1,0,e,k,1738011403.0317073,1738011403.2442863,0.21257901191711426,0.5515735149383545,0.37363266944885254,29
Krystian21m,1,0,_,e,1738011405.8931146,1738011406.0317197,0.13860511779785156,2.8614072799682617,2.6488282680511475,30
Krystian21m,1,0,Key.shift_r,_,1738011405.080425,1738011406.0736156,0.9931905269622803,-0.8126895427703857,-0.9512946605682373,31
Krystian21m,1,0,a,Key.shift_r,1738011406.2326431,1738011406.4118886,0.1792454719543457,1.1522181034088135,0.1590275764465332,32
Krystian21m,1,0,g,a,1738011406.5681653,1738011406.7449086,0.1767432689666748,0.3355221748352051,0.15627670288085938,33
Krystian21m,1,0,g,g,1738011407.4114132,1738011407.575294,0.1638808250427246,0.8432478904724121,0.6665046215057373,34
Krystian21m,1,0,r,g,1738011407.711204,1738011407.9180253,0.20682120323181152,0.2997908592224121,0.1359100341796875,35
Krystian21m,1,0,e,r,1738011407.8252008,1738011408.019538,0.1943371295928955,0.11399674415588379,-0.09282445907592773,36
Krystian21m,1,0,a,e,1738011407.972118,1738011408.1622345,0.19011664390563965,0.14691710472106934,-0.04742002487182617,37
Krystian21m,1,0,g,a,1738011408.1462095,1738011408.3427684,0.19655895233154297,0.17409157752990723,-0.016025066375732422,38
Krystian21m,1,0,t,g,1738011408.4823508,1738011408.7280788,0.2457280158996582,0.33614134788513184,0.13958239555358887,39
Krystian21m,1,0,e,t,1738011408.648383,1738011408.8406198,0.19223690032958984,0.166032075881958,-0.0796959400177002,40
Krystian21m,1,0,d,e,1738011408.9822843,1738011409.187357,0.20507264137268066,0.33390140533447266,0.1416645050048828,41
Krystian21m,1,0,.,d,1738011409.9221,1738011410.0599556,0.13785552978515625,0.9398157596588135,0.7347431182861328,42
Krystian21m,1,0,c,.,1738011410.1345959,1738011410.3363218,0.20172595977783203,0.2124958038330078,0.07464027404785156,43
Krystian21m,1,0,s,c,1738011410.3875327,1738011410.5615795,0.17404675483703613,0.25293684005737305,0.051210880279541016,44
Krystian21m,1,0,v,s,1738011410.623577,1738011410.8086462,0.18506908416748047,0.23604440689086914,0.06199765205383301,45
Krystian21m,1,0,Key.enter,v,1738011411.1568968,1738011411.335099,0.17820215225219727,0.5333197116851807,0.3482506275177002,46
Krystian21m,1,0,.,Key.enter,1738011418.2562308,1738011418.4356198,0.17938899993896484,7.099334001541138,,47
Krystian21m,1,0,t,.,1738011418.529416,1738011418.692943,0.1635270118713379,0.27318525314331055,0.0937962532043457,48
Krystian21m,1,0,i,t,1738011418.7891035,1738011418.9708257,0.18172216415405273,0.2596874237060547,0.0961604118347168,49
Krystian21m,1,0,e,i,1738011419.3760731,1738011419.5988765,0.22280335426330566,0.5869696140289307,0.40524744987487793,50
Krystian21m,1,0,5,e,1738011420.750628,1738011420.8893242,0.13869619369506836,1.3745548725128174,1.1517515182495117,51
Krystian21m,1,0,R,5,1738011421.2702453,1738011421.4255857,0.15534043312072754,0.5196173191070557,0.3809211254119873,52
Krystian21m,1,0,Key.shift_r,R,1738011421.0625632,1738011421.466637,0.40407371520996094,-0.20768213272094727,-0.3630225658416748,53
Krystian21m,1,0,o,Key.shift_r,1738011424.351355,1738011424.5193374,0.1679823398590088,3.2887918949127197,2.884718179702759,54
Krystian21m,1,0,a,o,1738011424.846666,1738011425.0394208,0.19275474548339844,0.49531102180480957,0.3273286819458008,55
Krystian21m,1,0,n,a,1738011425.0992444,1738011425.2406235,0.14137911796569824,0.2525782585144043,0.05982351303100586,56
Krystian21m,1,0,l,n,1738011427.1230896,1738011427.3104558,0.18736624717712402,2.0238451957702637,1.8824660778045654,57
Krystian21m,1,0,_,l,1738011428.7311018,1738011428.891936,0.16083431243896484,1.6080121994018555,1.4206459522247314,58
Krystian21m,1,0,Key.shift_r,_,1738011427.8930757,1738011428.9729602,1.0798845291137695,-0.8380260467529297,-0.9988603591918945,59
Krystian21m,1,0,k,Key.shift_r,1738011429.6496341,1738011429.8269074,0.17727327346801758,1.7565584182739258,0.6766738891601562,60
Krystian21m,1,0,e,k,1738011429.8236704,1738011429.9807594,0.1570889949798584,0.17403626441955566,-0.003237009048461914,61
Krystian21m,1,0,y,e,1738011430.0619287,1738011430.1575994,0.09567070007324219,0.23825836181640625,0.08116936683654785,62
Krystian21m,1,0,s,y,1738011430.197643,1738011430.3712337,0.17359066009521484,0.13571429252624512,0.04004359245300293,63
Krystian21m,1,0,t,s,1738011430.4020562,1738011430.5251992,0.12314295768737793,0.20441317558288574,0.0308225154876709,64
Krystian21m,1,0,r,t,1738011430.5816278,1738011430.7417245,0.1600966453552246,0.17957162857055664,0.05642867088317871,65
Krystian21m,1,0,o,r,1738011430.677187,1738011430.8514447,0.17425775527954102,0.09555912017822266,-0.06453752517700195,66
Krystian21m,1,0,k,o,1738011431.016558,1738011431.1707702,0.15421223640441895,0.3393709659576416,0.16511321067810059,67
Krystian21m,1,0,e,k,1738011431.4846654,1738011431.6875956,0.20293021202087402,0.4681074619293213,0.31389522552490234,68
Krystian21m,1,0,_,e,1738011432.6177046,1738011432.7769675,0.15926289558410645,1.1330392360687256,0.9301090240478516,69
Krystian21m,1,0,Key.shift_r,_,1738011431.847923,1738011432.8290439,0.9811208248138428,-0.7697815895080566,-0.9290444850921631,70
Krystian21m,1,0,a,Key.shift_r,1738011432.907483,1738011433.0704286,0.16294550895690918,1.0595600605010986,0.07843923568725586,71
Krystian21m,1,0,g,a,1738011433.0757177,1738011433.2569392,0.18122148513793945,0.16823458671569824,0.0052890777587890625,72
Krystian21m,1,0,g,g,1738011433.4626002,1738011433.6118119,0.14921164512634277,0.3868825435638428,0.20566105842590332,73
Krystian21m,1,0,r,g,1738011433.8508432,1738011434.06836,0.21751689910888672,0.3882429599761963,0.23903131484985352,74
Krystian21m,1,0,e,r,1738011433.9808028,1738011434.242049,0.2612462043762207,0.1299595832824707,-0.08755731582641602,75
Krystian21m,1,0,a,e,1738011434.1620398,1738011434.3859007,0.2238609790802002,0.18123698234558105,-0.08000922203063965,76
Krystian21m,1,0,g,a,1738011434.3832607,1738011434.6001172,0.2168564796447754,0.2212209701538086,-0.0026400089263916016,77
Krystian21m,1,0,t,g,1738011443.3032806,1738011443.5268884,0.22360777854919434,8.92001986503601,8.703163385391235,78
Krystian21m,1,0,e,t,1738011444.2547975,1738011444.4625428,0.20774531364440918,0.95151686668396,0.7279090881347656,79
Krystian21m,1,0,d,e,1738011444.6365929,1738011444.9193318,0.28273892402648926,0.38179540634155273,0.17405009269714355,80
Krystian21m,1,0,.,d,1738011449.6427903,1738011449.7857947,0.1430044174194336,5.006197452545166,4.723458528518677,81
Krystian21m,1,0,c,.,1738011450.0269914,1738011450.1841226,0.15713119506835938,0.3842010498046875,0.2411966323852539,82
