User_ID,Session_ID,Key_Pressed,Key_Pressed_Previous,Press_Time,Release_Time,Hold_Time,DD,UD,Characters_Count
Filip24m,1,Key.enter,,1737325113.8908188,1737325113.8908188,0.0,,,1
Filip24m,1,.,Key.enter,1737325117.864667,1737325117.9662464,0.10157942771911621,3.9738481044769287,,2
Filip24m,1,t,.,1737325118.279653,1737325118.4630969,0.18344378471374512,0.41498613357543945,0.31340670585632324,3
Filip24m,1,i,t,1737325118.464768,1737325118.6136777,0.1489098072052002,0.18511486053466797,0.0016710758209228516,4
Filip24m,1,e,i,1737325119.1315806,1737325119.280927,0.14934635162353516,0.6668126583099365,0.5179028511047363,5
Filip24m,1,5,e,1737325120.1840963,1737325120.3320727,0.14797639846801758,1.0525157451629639,0.9031693935394287,6
Filip24m,1,Key.shift,5,1737325120.480855,1737325120.7878826,0.30702757835388184,0.29675865173339844,0.14878225326538086,7
Filip24m,1,r,Key.shift,1737325120.8203876,1737325120.8203876,0.0,0.33953261375427246,0.032505035400390625,8
Filip24m,1,o,r,1737325120.8794076,1737325121.0473468,0.1679391860961914,0.059020042419433594,0.059020042419433594,9
Filip24m,1,Key.enter,o,1737325113.8908188,1737325122.5062733,8.61545443534851,-6.988588809967041,-7.156527996063232,10
Filip24m,1,.,Key.enter,1737325123.7577467,1737325123.8708768,0.11313009262084961,9.866927862167358,,11
Filip24m,1,t,.,1737325123.9941251,1737325124.14476,0.150634765625,0.23637843132019043,0.12324833869934082,12
Filip24m,1,i,t,1737325124.2440333,1737325124.3529332,0.10889983177185059,0.2499082088470459,0.0992734432220459,13
Filip24m,1,e,i,1737325124.3624444,1737325124.5226822,0.16023778915405273,0.11841106414794922,0.009511232376098633,14
Filip24m,1,5,e,1737325124.8081534,1737325124.936209,0.12805557250976562,0.4457089900970459,0.28547120094299316,15
Filip24m,1,T,5,1737325125.4074929,1737325125.4746876,0.06719470024108887,0.599339485168457,0.4712839126586914,16
Filip24m,1,R,T,1737325120.6597126,1737325125.553994,4.894281387329102,-4.7477803230285645,-4.814975023269653,17
Filip24m,1,Key.shift,R,1737325125.1836195,1737325125.5704396,0.38682007789611816,4.523906946182251,-0.3703744411468506,18
Filip24m,1,Key.enter,Key.shift,1737325126.5662382,1737325126.698414,0.13217592239379883,1.3826186656951904,0.9957985877990723,19
Filip24m,1,.,Key.enter,1737325128.2624009,1737325128.3799555,0.1175546646118164,1.6961627006530762,,20
Filip24m,1,t,.,1737325128.5772223,1737325128.7309742,0.15375185012817383,0.3148214817047119,0.1972668170928955,21
Filip24m,1,i,t,1737325128.7720702,1737325128.8826818,0.1106116771697998,0.19484782218933105,0.04109597206115723,22
Filip24m,1,e,i,1737325128.931778,1737325129.065315,0.13353705406188965,0.15970778465270996,0.049096107482910156,23
Filip24m,1,5,e,1737325129.5897524,1737325129.715096,0.12534356117248535,0.6579744815826416,0.524437427520752,24
Filip24m,1,R,5,1737325130.0954442,1737325130.248002,0.1525578498840332,0.5056917667388916,0.38034820556640625,25
Filip24m,1,Key.shift,R,1737325129.927969,1737325130.3890252,0.4610562324523926,-0.16747522354125977,-0.32003307342529297,26
Filip24m,1,o,Key.shift,1737325130.64867,1737325130.7674778,0.11880779266357422,0.7207009792327881,0.2596447467803955,27
Filip24m,1,n,o,1737325132.3528028,1737325132.469097,0.11629414558410645,1.7041327953338623,1.585325002670288,28
Filip24m,1,Key.enter,n,1737325133.3147466,1737325133.4241047,0.10935807228088379,0.9619438648223877,0.8456497192382812,29
Filip24m,1,Key.backspace,Key.enter,1737325135.3948934,1737325136.2488782,0.8539848327636719,2.0801467895507812,,30
Filip24m,1,Key.backspace,Key.backspace,1737325136.388714,1737325136.4986155,0.10990142822265625,0.9938206672668457,0.13983583450317383,31
Filip24m,1,Key.backspace,Key.backspace,1737325136.5850925,1737325136.6856034,0.10051083564758301,0.19637846946716309,0.08647704124450684,32
Filip24m,1,Key.backspace,Key.backspace,1737325136.7448092,1737325136.878644,0.1338348388671875,0.15971660614013672,0.05920577049255371,33
Filip24m,1,Key.backspace,Key.backspace,1737325136.92093,1737325137.0582402,0.13731026649475098,0.17612075805664062,0.042285919189453125,34
Filip24m,1,Key.backspace,Key.backspace,1737325137.111546,1737325137.2366805,0.12513446807861328,0.19061613082885742,0.053305864334106445,35
Filip24m,1,Key.backspace,Key.backspace,1737325137.2949364,1737325137.4197226,0.1247861385345459,0.18339037895202637,0.058255910873413086,36
Filip24m,1,Key.backspace,Key.backspace,1737325137.4775414,1737325137.6058865,0.12834501266479492,0.18260502815246582,0.05781888961791992,37
Filip24m,1,Key.backspace,Key.backspace,1737325137.6702628,1737325137.7791383,0.10887551307678223,0.19272136688232422,0.0643763542175293,38
Filip24m,1,Key.backspace,Key.backspace,1737325137.8364968,1737325137.9671996,0.13070273399353027,0.16623401641845703,0.057358503341674805,39
Filip24m,1,Key.backspace,Key.backspace,1737325138.0365038,1737325138.1370864,0.10058259963989258,0.20000696182250977,0.06930422782897949,40
Filip24m,1,Key.backspace,Key.backspace,1737325138.215525,1737325138.336823,0.12129807472229004,0.17902112007141113,0.07843852043151855,41
Filip24m,1,Key.backspace,Key.backspace,1737325138.4216402,1737325138.543804,0.12216377258300781,0.2061152458190918,0.08481717109680176,42
Filip24m,1,Key.backspace,Key.backspace,1737325138.8258512,1737325138.9465404,0.12068915367126465,0.40421104431152344,0.2820472717285156,43
Filip24m,1,Key.backspace,Key.backspace,1737325139.0201302,1737325139.1261716,0.10604143142700195,0.19427895545959473,0.07358980178833008,44
Filip24m,1,Key.backspace,Key.backspace,1737325140.210159,1737325140.3413045,0.13114547729492188,1.1900289058685303,1.0839874744415283,45
Filip24m,1,Key.enter,Key.backspace,1737325140.5111241,1737325140.6283348,0.11721062660217285,0.3009650707244873,0.16981959342956543,46
Filip24m,1,.,Key.enter,1737325142.0032406,1737325142.1151726,0.11193203926086426,1.4921164512634277,,47
Filip24m,1,t,.,1737325142.2696738,1737325142.4223547,0.1526808738708496,0.2664332389831543,0.15450119972229004,48
Filip24m,1,i,t,1737325142.4275088,1737325142.5176535,0.09014463424682617,0.1578350067138672,0.005154132843017578,49
Filip24m,1,e,i,1737325142.559649,1737325142.7052412,0.14559221267700195,0.1321401596069336,0.04199552536010742,50
Filip24m,1,5,e,1737325142.9827878,1737325143.125596,0.142808198928833,0.4231388568878174,0.27754664421081543,51
Filip24m,1,T,5,1737325143.6705523,1737325143.7588644,0.08831214904785156,0.6877644062042236,0.5449562072753906,52
Filip24m,1,R,T,1737325143.6566725,1737325143.792865,0.13619256019592285,-0.013879776000976562,-0.10219192504882812,53
Filip24m,1,Key.shift,R,1737325143.3636322,1737325144.2200704,0.856438159942627,-0.29304027557373047,-0.4292328357696533,54
Filip24m,1,Key.enter,Key.shift,1737325144.902875,1737325145.0461707,0.1432957649230957,1.5392427444458008,0.6828045845031738,55
Filip24m,1,.,Key.enter,1737325145.7762055,1737325145.8907595,0.11455392837524414,0.8733305931091309,,56
Filip24m,1,t,.,1737325146.252309,1737325146.38171,0.12940096855163574,0.4761035442352295,0.36154961585998535,57
Filip24m,1,i,t,1737325146.3642595,1737325146.471453,0.1071934700012207,0.11195039749145508,-0.017450571060180664,58
Filip24m,1,e,i,1737325146.5451813,1737325146.6705523,0.12537097930908203,0.1809217929840088,0.07372832298278809,59
Filip24m,1,5,e,1737325147.1668322,1737325147.3005364,0.13370418548583984,0.6216509342193604,0.4962799549102783,60
Filip24m,1,R,5,1737325148.3578742,1737325148.492003,0.13412880897521973,1.1910419464111328,1.057337760925293,61
Filip24m,1,Key.shift,R,1737325147.4908593,1737325148.5345147,1.0436553955078125,-0.8670148849487305,-1.0011436939239502,62
Filip24m,1,o,Key.shift,1737325148.6408534,1737325148.7785144,0.13766098022460938,1.149994134902954,0.1063387393951416,63
Filip24m,1,a,o,1737325149.2866082,1737325149.4059834,0.11937522888183594,0.6457548141479492,0.5080938339233398,64
Filip24m,1,n,a,1737325149.416239,1737325149.5315256,0.11528658866882324,0.12963080406188965,0.010255575180053711,65
Filip24m,1,l,n,1737325149.6460235,1737325149.7720072,0.12598371505737305,0.22978448867797852,0.11449790000915527,66
Filip24m,1,Key.enter,l,1737325150.0957038,1737325150.2086446,0.11294078826904297,0.4496803283691406,0.3236966133117676,67
Filip24m,1,.,Key.enter,1737325150.935033,1737325151.0368326,0.10179948806762695,0.8393292427062988,,68
Filip24m,1,t,.,1737325151.2016072,1737325151.346602,0.14499473571777344,0.2665741443634033,0.16477465629577637,69
Filip24m,1,i,t,1737325151.3821428,1737325151.513727,0.13158416748046875,0.18053555488586426,0.03554081916809082,70
Filip24m,1,e,i,1737325151.5624714,1737325151.7238646,0.1613931655883789,0.1803286075592041,0.04874444007873535,71
Filip24m,1,5,e,1737325151.8351588,1737325151.9881396,0.15298080444335938,0.2726874351501465,0.11129426956176758,72
Filip24m,1,T,5,1737325152.4376097,1737325152.5856485,0.1480388641357422,0.6024508476257324,0.44947004318237305,73
Filip24m,1,Key.shift,T,1737325152.230302,1737325152.6239686,0.39366650581359863,-0.2073075771331787,-0.3553464412689209,74
Filip24m,1,i,Key.shift,1737325152.865173,1737325152.9943242,0.1291511058807373,0.6348710060119629,0.24120450019836426,75
Filip24m,1,Key.enter,i,1737325153.969245,1737325154.1043694,0.13512444496154785,1.104071855545044,0.9749207496643066,76
Filip24m,1,.,Key.enter,1737325154.931745,1737325155.0499997,0.1182546615600586,0.9625000953674316,,77
Filip24m,1,t,.,1737325155.916208,1737325156.056692,0.14048385620117188,0.9844629764556885,0.8662083148956299,78
Filip24m,1,i,t,1737325156.0506792,1737325156.1577435,0.10706424713134766,0.13447117805480957,-0.006012678146362305,79
Filip24m,1,e,i,1737325156.2150383,1737325156.3587153,0.1436769962310791,0.16435909271240234,0.05729484558105469,80
Filip24m,1,5,e,1737325156.5852048,1737325156.7429824,0.1577775478363037,0.370166540145874,0.22648954391479492,81
Filip24m,1,R,5,1737325157.1552513,1737325157.343186,0.18793463706970215,0.5700464248657227,0.41226887702941895,82
Filip24m,1,Key.shift,R,1737325156.978167,1737325157.3761115,0.39794445037841797,-0.17708420753479004,-0.3650188446044922,83
Filip24m,1,o,Key.shift,1737325157.659863,1737325157.776018,0.11615490913391113,0.6816959381103516,0.2837514877319336,84
Filip24m,1,a,o,1737325157.8419092,1737325157.989056,0.14714694023132324,0.18204617500305176,0.06589126586914062,85
Filip24m,1,n,a,1737325158.0067601,1737325158.0864859,0.07972574234008789,0.16485095024108887,0.017704010009765625,86
Filip24m,1,l,n,1737325158.7256615,1737325158.8417203,0.1160588264465332,0.7189013957977295,0.6391756534576416,87
Filip24m,1,Key.enter,l,1737325159.0741906,1737325159.2217233,0.14753270149230957,0.3485291004180908,0.23247027397155762,88
Filip24m,1,.,Key.enter,1737325159.8816652,1737325159.9741302,0.09246492385864258,0.8074746131896973,,89
Filip24m,1,t,.,1737325160.1576016,1737325160.3022895,0.14468789100646973,0.2759363651275635,0.1834714412689209,90
Filip24m,1,i,t,1737325160.3083415,1737325160.4502387,0.14189720153808594,0.1507399082183838,0.0060520172119140625,91
Filip24m,1,e,i,1737325160.5005069,1737325160.675614,0.17510724067687988,0.19216537475585938,0.05026817321777344,92
Filip24m,1,5,e,1737325160.8247623,1737325160.9681797,0.1434173583984375,0.32425546646118164,0.14914822578430176,93
Filip24m,1,Key.shift,5,1737325161.143743,1737325161.4998443,0.35610127449035645,0.31898069381713867,0.17556333541870117,94
Filip24m,1,r,Key.shift,1737325120.8203876,1737325161.5074544,40.68706679344177,-40.32335543632507,-40.67945671081543,95
Filip24m,1,o,r,1737325161.5739734,1737325161.6996443,0.1256709098815918,40.75358581542969,0.06651902198791504,96
Filip24m,1,a,o,1737325161.8350825,1737325161.9779181,0.1428356170654297,0.2611091136932373,0.1354382038116455,97
Filip24m,1,n,a,1737325161.987972,1737325162.1160762,0.12810420989990234,0.15288949012756348,0.010053873062133789,98
Filip24m,1,l,n,1737325162.2359166,1737325162.3738556,0.1379389762878418,0.24794459342956543,0.11984038352966309,99
Filip24m,1,Key.enter,l,1737325162.5907688,1737325162.7535172,0.1627483367919922,0.35485219955444336,0.21691322326660156,100
Filip24m,1,.,Key.enter,1737325163.2719424,1737325163.3455305,0.07358813285827637,0.68117356300354,,101
Filip24m,1,t,.,1737325163.688595,1737325163.838215,0.14962005615234375,0.4166526794433594,0.343064546585083,102
Filip24m,1,i,t,1737325163.854308,1737325163.9921312,0.13782334327697754,0.16571283340454102,0.016092777252197266,103
Filip24m,1,e,i,1737325164.029728,1737325164.2033947,0.17366671562194824,0.17542004585266113,0.037596702575683594,104
Filip24m,1,5,e,1737325164.3717153,1737325164.536026,0.16431069374084473,0.34198737144470215,0.1683206558227539,105
Filip24m,1,R,5,1737325161.3446121,1737325165.0284903,3.683878183364868,-3.0271031856536865,-3.1914138793945312,106
Filip24m,1,Key.shift,R,1737325164.7124977,1737325165.0605004,0.34800267219543457,3.3678855895996094,-0.3159925937652588,107
Filip24m,1,o,Key.shift,1737325165.152107,1737325165.295585,0.1434779167175293,0.4396092891693115,0.09160661697387695,108
Filip24m,1,a,o,1737325166.3792048,1737325166.537721,0.15851616859436035,1.227097749710083,1.0836198329925537,109
Filip24m,1,n,a,1737325166.5541909,1737325166.6836329,0.1294419765472412,0.1749861240386963,0.016469955444335938,110
Filip24m,1,l,n,1737325166.8337777,1737325166.9679956,0.1342179775238037,0.2795867919921875,0.1501448154449463,111
Filip24m,1,Key.enter,l,1737325167.1692913,1737325167.3539772,0.18468594551086426,0.3355135917663574,0.2012956142425537,112
Filip24m,1,.,Key.enter,1737325167.9147558,1737325168.0350199,0.12026405334472656,0.745464563369751,,113
Filip24m,1,t,.,1737325168.1035995,1737325168.2634518,0.1598522663116455,0.1888437271118164,0.06857967376708984,114
Filip24m,1,i,t,1737325168.2884464,1737325168.4090106,0.12056422233581543,0.1848468780517578,0.024994611740112305,115
Filip24m,1,e,i,1737325168.4221666,1737325168.589331,0.16716432571411133,0.13372015953063965,0.013155937194824219,116
Filip24m,1,5,e,1737325168.718451,1737325168.8906868,0.17223572731018066,0.29628443717956543,0.1291201114654541,117
Filip24m,1,R,5,1737325169.212325,1737325169.3959,0.18357491493225098,0.49387407302856445,0.3216383457183838,118
Filip24m,1,Key.shift,R,1737325169.0654855,1737325169.3959,0.3304145336151123,-0.14683961868286133,-0.3304145336151123,119
Filip24m,1,o,Key.shift,1737325169.5047758,1737325169.6316972,0.1269214153289795,0.43929028511047363,0.10887575149536133,120
Filip24m,1,a,o,1737325169.6942418,1737325169.832728,0.13848614692687988,0.18946599960327148,0.06254458427429199,121
Filip24m,1,n,a,1737325169.8690233,1737325169.9962347,0.127211332321167,0.17478156089782715,0.036295413970947266,122
Filip24m,1,l,n,1737325170.1868968,1737325170.3154068,0.1285099983215332,0.317873477935791,0.19066214561462402,123
Filip24m,1,Key.enter,l,1737325170.5762563,1737325170.7540264,0.17777013778686523,0.3893594741821289,0.2608494758605957,124
Filip24m,1,.,Key.enter,1737325172.0865219,1737325172.2040854,0.11756348609924316,1.510265588760376,,125
Filip24m,1,t,.,1737325172.334266,1737325172.472016,0.13775014877319336,0.24774408340454102,0.13018059730529785,126
Filip24m,1,i,t,1737325172.4636214,1737325172.5651162,0.10149478912353516,0.12935543060302734,-0.008394718170166016,127
Filip24m,1,e,i,1737325172.6095376,1737325172.7647989,0.15526127815246582,0.14591622352600098,0.04442143440246582,128
Filip24m,1,5,e,1737325172.9129722,1737325173.094383,0.1814107894897461,0.3034346103668213,0.14817333221435547,129
Filip24m,1,T,5,1737325173.724085,1737325173.8687024,0.14461731910705566,0.8111128807067871,0.629702091217041,130
Filip24m,1,Key.shift,T,1737325173.3097403,1737325173.905683,0.5959427356719971,-0.41434478759765625,-0.5589621067047119,131
Filip24m,1,o,Key.shift,1737325174.132743,1737325174.248034,0.11529111862182617,0.8230025768280029,0.22705984115600586,132
Filip24m,1,a,o,1737325174.3305144,1737325174.4304643,0.09994983673095703,0.19777154922485352,0.08248043060302734,133
Filip24m,1,Key.enter,a,1737325175.133547,1737325175.2754138,0.14186668395996094,0.803032636642456,0.703082799911499,134
Filip24m,1,.,Key.enter,1737325176.2006645,1737325176.3186874,0.11802291870117188,1.06711745262146,,135
Filip24m,1,i,.,1737325176.8679879,1737325176.9651258,0.0971379280090332,0.6673233509063721,0.5493004322052002,136
Filip24m,1,r,i,1737325177.0229466,1737325177.1909707,0.16802406311035156,0.15495872497558594,0.057820796966552734,137
Filip24m,1,Key.backspace,r,1737325177.5255728,1737325177.649222,0.12364912033081055,0.5026261806488037,0.33460211753845215,138
Filip24m,1,Key.backspace,Key.backspace,1737325177.7062237,1737325177.8385253,0.13230156898498535,0.18065094947814941,0.05700182914733887,139
Filip24m,1,Key.backspace,Key.backspace,1737325177.8986897,1737325178.02523,0.1265401840209961,0.19246602058410645,0.060164451599121094,140
Filip24m,1,.,Key.backspace,1737325178.8409896,1737325178.941199,0.10020947456359863,0.9422998428344727,0.8157596588134766,141
Filip24m,1,Key.backspace,.,1737325179.3867362,1737325179.5457554,0.15901923179626465,0.5457465648651123,0.44553709030151367,142
Filip24m,1,Key.backspace,Key.backspace,1737325179.6043994,1737325179.7253437,0.12094426155090332,0.21766328811645508,0.05864405632019043,143
Filip24m,1,Key.enter,Key.backspace,1737325179.941271,1737325180.0664835,0.1252124309539795,0.3368716239929199,0.2159273624420166,144
Filip24m,1,.,Key.enter,1737325180.7326083,1737325180.8358862,0.10327792167663574,0.791337251663208,,145
Filip24m,1,t,.,1737325181.0297318,1737325181.1721807,0.14244890213012695,0.29712343215942383,0.19384551048278809,146
Filip24m,1,i,t,1737325181.3973696,1737325181.502504,0.10513448715209961,0.36763787269592285,0.2251889705657959,147
Filip24m,1,e,i,1737325181.5758839,1737325181.724989,0.14910507202148438,0.1785142421722412,0.0733797550201416,148
Filip24m,1,5,e,1737325181.859475,1737325182.002995,0.14352011680603027,0.28359103202819824,0.13448596000671387,149
Filip24m,1,Key.shift,5,1737325182.1438947,1737325182.4105616,0.26666688919067383,0.2844197750091553,0.140899658203125,150
Filip24m,1,r,Key.shift,1737325182.4411879,1737325182.4411879,0.0,0.29729318618774414,0.030626296997070312,151
Filip24m,1,o,r,1737325182.4745567,1737325182.5905592,0.11600255966186523,0.033368825912475586,0.033368825912475586,152
Filip24m,1,a,o,1737325182.6222517,1737325182.7638302,0.14157843589782715,0.14769506454467773,0.0316925048828125,153
Filip24m,1,n,a,1737325182.7465525,1737325182.866461,0.11990857124328613,0.12430071830749512,-0.01727771759033203,154
Filip24m,1,l,n,1737325182.9827073,1737325183.095945,0.11323761940002441,0.23615479469299316,0.11624622344970703,155
Filip24m,1,Key.enter,l,1737325183.331748,1737325183.501711,0.16996288299560547,0.3490407466888428,0.23580312728881836,156
Filip24m,1,.,Key.enter,1737325184.052122,1737325184.1713622,0.11924004554748535,0.7203741073608398,,157
Filip24m,1,t,.,1737325184.9345572,1737325185.082328,0.14777088165283203,0.8824350833892822,0.7631950378417969,158
Filip24m,1,i,t,1737325185.0839365,1737325185.1967778,0.11284136772155762,0.14937925338745117,0.0016083717346191406,159
Filip24m,1,e,i,1737325185.2734492,1737325185.4253814,0.1519322395324707,0.1895127296447754,0.07667136192321777,160
Filip24m,1,4,e,1737325185.6416547,1737325185.7587957,0.1171410083770752,0.36820554733276367,0.21627330780029297,161
Filip24m,1,Key.backspace,4,1737325186.3866575,1737325186.5194392,0.1327817440032959,0.7450027465820312,0.627861738204956,162
Filip24m,1,Key.ctrl_l,Key.backspace,1737325187.266169,1737325187.442999,0.17682981491088867,0.8795115947723389,0.746729850769043,163
Filip24m,2,Key.enter,,1737325270.709854,1737325270.709854,0.0,,,1
Filip24m,2,.,Key.enter,1737325273.8422563,1737325273.9538846,0.11162829399108887,3.1324024200439453,,2
Filip24m,2,t,.,1737325274.1173818,1737325274.2517967,0.1344149112701416,0.27512550354003906,0.1634972095489502,3
Filip24m,2,i,t,1737325274.2667336,1737325274.3668766,0.1001429557800293,0.1493518352508545,0.01493692398071289,4
Filip24m,2,e,i,1737325274.3937426,1737325274.5336561,0.13991355895996094,0.12700891494750977,0.02686595916748047,5
Filip24m,2,5,e,1737325274.6736805,1737325274.8157375,0.14205694198608398,0.2799379825592041,0.14002442359924316,6
Filip24m,2,Key.shift,5,1737325275.0108905,1737325275.313778,0.3028874397277832,0.33720993995666504,0.19515299797058105,7
Filip24m,2,r,Key.shift,1737325275.3183799,1737325275.3183799,0.0,0.30748939514160156,0.004601955413818359,8
Filip24m,2,o,r,1737325275.330368,1737325275.45445,0.12408185005187988,0.011988162994384766,0.011988162994384766,9
Filip24m,2,a,o,1737325275.5791907,1737325275.738307,0.15911626815795898,0.24882268905639648,0.1247408390045166,10
Filip24m,2,n,a,1737325275.8149178,1737325275.9320576,0.11713981628417969,0.23572707176208496,0.07661080360412598,11
Filip24m,2,l,n,1737325276.0862164,1737325276.1820984,0.09588193893432617,0.2712986469268799,0.1541588306427002,12
Filip24m,2,Key.enter,l,1737325270.709854,1737325276.7465582,6.0367043018341064,-5.376362562179565,-5.472244501113892,13
Filip24m,2,.,Key.enter,1737325277.912079,1737325278.0365503,0.12447118759155273,7.202225208282471,,14
Filip24m,2,t,.,1737325278.1001766,1737325278.2507823,0.1506056785583496,0.18809747695922852,0.06362628936767578,15
Filip24m,2,i,t,1737325278.3255413,1737325278.4420762,0.11653494834899902,0.22536468505859375,0.07475900650024414,16
Filip24m,2,e,i,1737325278.610755,1737325278.769192,0.15843701362609863,0.2852137088775635,0.16867876052856445,17
Filip24m,2,5,e,1737325278.8689897,1737325279.035674,0.16668438911437988,0.25823473930358887,0.09979772567749023,18
Filip24m,2,R,5,1737325275.153019,1737325279.5874236,4.434404611587524,-3.715970754623413,-3.882655143737793,19
Filip24m,2,Key.shift,R,1737325279.2123024,1737325279.6171482,0.4048457145690918,4.059283494949341,-0.3751211166381836,20
Filip24m,2,o,Key.shift,1737325280.3148446,1737325280.4462662,0.13142156600952148,1.1025421619415283,0.6976964473724365,21
Filip24m,2,a,o,1737325280.4944353,1737325280.641945,0.14750957489013672,0.17959070205688477,0.04816913604736328,22
Filip24m,2,n,a,1737325280.6184583,1737325280.7420619,0.12360358238220215,0.1240229606628418,-0.023486614227294922,23
Filip24m,2,l,n,1737325280.8861394,1737325281.0016322,0.1154928207397461,0.2676811218261719,0.14407753944396973,24
Filip24m,2,Key.enter,l,1737325281.160856,1737325281.3232005,0.16234445571899414,0.2747166156768799,0.1592237949371338,25
Filip24m,2,.,Key.enter,1737325281.9167519,1737325282.0406127,0.12386083602905273,0.7558958530426025,,26
Filip24m,2,t,.,1737325282.1236007,1737325282.2751076,0.15150690078735352,0.2068488597869873,0.08298802375793457,27
Filip24m,2,i,t,1737325282.3744283,1737325282.5031662,0.1287379264831543,0.2508275508880615,0.09932065010070801,28
Filip24m,2,e,i,1737325282.5201502,1737325282.6775138,0.1573636531829834,0.1457219123840332,0.016983985900878906,29
Filip24m,2,5,e,1737325282.8123038,1737325282.959947,0.1476433277130127,0.29215359687805176,0.13478994369506836,30
Filip24m,2,Key.shift,5,1737325283.09258,1737325283.3796713,0.2870912551879883,0.2802762985229492,0.13263297080993652,31
Filip24m,2,r,Key.shift,1737325275.3183799,1737325283.4055383,8.087158441543579,-7.774200201034546,-8.061291456222534,32
Filip24m,2,o,r,1737325283.4123473,1737325283.5517735,0.13942623138427734,8.09396743774414,0.0068089962005615234,33
Filip24m,2,a,o,1737325283.635086,1737325283.7940636,0.15897750854492188,0.22273874282836914,0.0833125114440918,34
Filip24m,2,n,a,1737325283.7859116,1737325283.9189062,0.1329946517944336,0.15082550048828125,-0.008152008056640625,35
Filip24m,2,Key.enter,n,1737325285.0448942,1737325285.1954515,0.150557279586792,1.2589826583862305,1.1259880065917969,36
Filip24m,2,.,Key.enter,1737325285.7750432,1737325285.8922257,0.11718249320983887,0.7301490306854248,,37
Filip24m,2,t,.,1737325286.0006907,1737325286.1591702,0.1584794521331787,0.2256474494934082,0.10846495628356934,38
Filip24m,2,i,t,1737325286.2246642,1737325286.3768885,0.15222430229187012,0.22397351264953613,0.06549406051635742,39
Filip24m,2,e,i,1737325286.4039395,1737325286.561162,0.15722250938415527,0.1792752742767334,0.02705097198486328,40
Filip24m,2,5,e,1737325286.65293,1737325286.7950642,0.1421341896057129,0.24899053573608398,0.09176802635192871,41
Filip24m,2,R,5,1737325283.249424,1737325287.3301573,4.080733299255371,-3.40350604057312,-3.545640230178833,42
Filip24m,2,Key.shift,R,1737325286.972048,1737325287.3556216,0.3835735321044922,3.7226240634918213,-0.3581092357635498,43
Filip24m,2,o,Key.shift,1737325287.571376,1737325287.6959634,0.1245872974395752,0.5993280410766602,0.21575450897216797,44
Filip24m,2,a,o,1737325287.786971,1737325287.9382787,0.1513075828552246,0.21559500694274902,0.09100770950317383,45
Filip24m,2,n,a,1737325287.948169,1737325288.0703628,0.12219381332397461,0.16119790077209473,0.009890317916870117,46
Filip24m,2,l,n,1737325288.2189102,1737325288.3443813,0.1254711151123047,0.27074122428894043,0.14854741096496582,47
Filip24m,2,Key.enter,l,1737325288.5031476,1737325288.6808434,0.17769575119018555,0.2842373847961426,0.1587662696838379,48
Filip24m,2,.,Key.enter,1737325289.0850546,1737325289.2346637,0.14960908889770508,0.5819070339202881,,49
Filip24m,2,t,.,1737325289.452361,1737325289.5923052,0.13994407653808594,0.3673064708709717,0.2176973819732666,50
Filip24m,2,i,t,1737325289.6191885,1737325289.7564173,0.13722872734069824,0.16682744026184082,0.026883363723754883,51
Filip24m,2,e,i,1737325289.772779,1737325289.9208272,0.14804816246032715,0.15359044075012207,0.016361713409423828,52
Filip24m,2,5,e,1737325290.011485,1737325290.174735,0.16324996948242188,0.23870611190795898,0.09065794944763184,53
Filip24m,2,R,5,1737325290.52318,1737325290.7179468,0.19476675987243652,0.5116949081420898,0.34844493865966797,54
Filip24m,2,Key.shift,R,1737325290.3457916,1737325290.733122,0.3873305320739746,-0.17738842964172363,-0.37215518951416016,55
